Date	Value
21.05.2022 8:00	431,3726
21.05.2022 16:00	372,3456
22.05.2022 0:00	292,665
22.05.2022 8:00	318,6061
22.05.2022 16:00	346,7342
23.05.2022 0:00	405,6705
23.05.2022 8:00	432,8167
23.05.2022 16:00	430,1319
24.05.2022 0:00	379,1668
24.05.2022 8:00	405,5652
24.05.2022 16:00	406,1885
25.05.2022 0:00	401,1828
25.05.2022 8:00	332,5067
25.05.2022 16:00	336,2352
26.05.2022 0:00	314,4844
26.05.2022 8:00	378,8469
26.05.2022 16:00	415,1552
27.05.2022 0:00	425,8193
27.05.2022 8:00	409,0531
27.05.2022 16:00	379,1585
28.05.2022 0:00	401,2844
28.05.2022 8:00	397,4359
28.05.2022 16:00	369,9218
29.05.2022 0:00	352,9962
29.05.2022 8:00	366,6359
29.05.2022 16:00	311,6243
30.05.2022 0:00	361,24
30.05.2022 8:00	333,0901
30.05.2022 16:00	258,4274
31.05.2022 0:00	303,8901
31.05.2022 8:00	305,2068
31.05.2022 16:00	378,3096
01.06.2022 0:00	392,1667
01.06.2022 8:00	378,5621
01.06.2022 16:00	283,4131
02.06.2022 0:00	283,7657
02.06.2022 8:00	246,3708
02.06.2022 16:00	221,7585
03.06.2022 0:00	264,1697
03.06.2022 8:00	192,06
03.06.2022 16:00	208,7422
04.06.2022 0:00	335,2475
04.06.2022 8:00	289,0131
04.06.2022 16:00	400,5085
05.06.2022 0:00	285,2363
05.06.2022 8:00	250,5084
05.06.2022 16:00	309,9118
06.06.2022 0:00	223,3968
06.06.2022 8:00	197,0175
06.06.2022 16:00	321,9614
07.06.2022 0:00	291,5703
07.06.2022 8:00	180,5807
07.06.2022 16:00	197,3817
08.06.2022 0:00	291,5146
08.06.2022 8:00	293,3047
08.06.2022 16:00	185,0908
09.06.2022 0:00	238,677
09.06.2022 8:00	254,7962
09.06.2022 16:00	235,7023
10.06.2022 0:00	277,416
10.06.2022 8:00	311,2523
10.06.2022 16:00	349,7604
11.06.2022 0:00	344,9137
11.06.2022 8:00	324,0007
11.06.2022 16:00	280,5934
12.06.2022 0:00	287,8192
12.06.2022 8:00	245,6003
12.06.2022 16:00	194,9232
13.06.2022 0:00	248,0438
13.06.2022 8:00	257,6723
13.06.2022 16:00	305,325
14.06.2022 0:00	312,0009
14.06.2022 8:00	321,8035
14.06.2022 16:00	335,4716
15.06.2022 0:00	288,7366
15.06.2022 8:00	268,5245
15.06.2022 16:00	294,1291
16.06.2022 0:00	349,4149
16.06.2022 8:00	340,7427
16.06.2022 16:00	341,4366
17.06.2022 0:00	383,9697
17.06.2022 8:00	401,3227
17.06.2022 16:00	462,0828
18.06.2022 0:00	437,4573
18.06.2022 8:00	393,1644
18.06.2022 16:00	365,7395
19.06.2022 0:00	301,734
19.06.2022 8:00	282,4944
19.06.2022 16:00	287,2568
20.06.2022 0:00	297,7547
20.06.2022 8:00	279,8725
20.06.2022 16:00	313,8554
21.06.2022 0:00	429,0276
21.06.2022 8:00	361,8174
21.06.2022 16:00	449,9144
22.06.2022 0:00	459,3078
22.06.2022 8:00	433,4943
22.06.2022 16:00	421,6853
23.06.2022 0:00	276,4013
23.06.2022 8:00	249,7917
23.06.2022 16:00	298,9448
24.06.2022 0:00	358,9771
24.06.2022 8:00	321,429
24.06.2022 16:00	326,152
25.06.2022 0:00	339,36
25.06.2022 8:00	355,0338
25.06.2022 16:00	373,4193
26.06.2022 0:00	288,9427
26.06.2022 8:00	252,1493
26.06.2022 16:00	282,1048
27.06.2022 0:00	292,1998
27.06.2022 8:00	287,402
27.06.2022 16:00	255,603
28.06.2022 0:00	292,4372
28.06.2022 8:00	298,9536
28.06.2022 16:00	285,0855
29.06.2022 0:00	313,1348
29.06.2022 8:00	323,3658
29.06.2022 16:00	343,3874
30.06.2022 0:00	341,565
30.06.2022 8:00	306,6926
30.06.2022 16:00	243,3165
01.07.2022 0:00	214,0777
01.07.2022 8:00	235,5719
01.07.2022 16:00	263,5655
02.07.2022 0:00	250,9274
02.07.2022 8:00	234,1765
02.07.2022 16:00	239,5985
03.07.2022 0:00	268,4967
03.07.2022 8:00	293,4633
03.07.2022 16:00	287,0207
04.07.2022 0:00	284,5764
04.07.2022 8:00	265,0777
04.07.2022 16:00	259,8842
05.07.2022 0:00	306,1604
05.07.2022 8:00	281,0689
05.07.2022 16:00	315,7995
06.07.2022 0:00	337,2244
06.07.2022 8:00	331,7923
06.07.2022 16:00	280,7024
07.07.2022 0:00	294,7885
07.07.2022 8:00	318,5877
07.07.2022 16:00	333,0184
08.07.2022 0:00	335,0167
08.07.2022 8:00	376,903
08.07.2022 16:00	392,6362
09.07.2022 0:00	286,8054
09.07.2022 8:00	350,1573
09.07.2022 16:00	343,7863
10.07.2022 0:00	340,6876
10.07.2022 8:00	208,2661
10.07.2022 16:00	285,5087
11.07.2022 0:00	293,8036
11.07.2022 8:00	290,8123
11.07.2022 16:00	299,5504
12.07.2022 0:00	307,9161
12.07.2022 8:00	353,662
12.07.2022 16:00	227,0901
13.07.2022 0:00	257,563
13.07.2022 8:00	281,9309
13.07.2022 16:00	310,271
14.07.2022 0:00	337,9805
14.07.2022 8:00	283,3939
14.07.2022 16:00	302,1806
15.07.2022 0:00	313,6809
15.07.2022 8:00	296,8391
15.07.2022 16:00	393,3744
16.07.2022 0:00	419,6603
16.07.2022 8:00	401,605
16.07.2022 16:00	447,1634
17.07.2022 0:00	462,164
17.07.2022 8:00	451,1585
17.07.2022 16:00	390,4174
18.07.2022 0:00	421,1215
18.07.2022 8:00	346,4549
18.07.2022 16:00	297,5212
19.07.2022 0:00	240,3286
19.07.2022 8:00	224,9105
19.07.2022 16:00	225,968
20.07.2022 0:00	256,6176
20.07.2022 8:00	199,4722
20.07.2022 16:00	182,2564
21.07.2022 0:00	254,6691
21.07.2022 8:00	256,2986
21.07.2022 16:00	263,5149
22.07.2022 0:00	289,0336
22.07.2022 8:00	268,7537
22.07.2022 16:00	284,4056
23.07.2022 0:00	248,9899
23.07.2022 8:00	227,9298
23.07.2022 16:00	262,5362
24.07.2022 0:00	233,6332
24.07.2022 8:00	232,4328
24.07.2022 16:00	321,2151
25.07.2022 0:00	301,0607
25.07.2022 8:00	268,7581
25.07.2022 16:00	275,3966
26.07.2022 0:00	325,6189
26.07.2022 8:00	299,3961
26.07.2022 16:00	250,6935
27.07.2022 0:00	302,9189
27.07.2022 8:00	327,7109
27.07.2022 16:00	333,9895
28.07.2022 0:00	364,3392
28.07.2022 8:00	277,9706
28.07.2022 16:00	325,9457
29.07.2022 0:00	311,7545
29.07.2022 8:00	286,1385
29.07.2022 16:00	320,5263
30.07.2022 0:00	330,3591
30.07.2022 8:00	307,2547
30.07.2022 16:00	400,0909
31.07.2022 0:00	471,4402
31.07.2022 8:00	543,2958
31.07.2022 16:00	590,7642
01.08.2022 0:00	572,0745
01.08.2022 8:00	576,0898
01.08.2022 16:00	535,8842
02.08.2022 0:00	501,0713
02.08.2022 8:00	456,7432
02.08.2022 16:00	336,4532
03.08.2022 0:00	363,953
03.08.2022 8:00	269,5175
03.08.2022 16:00	246,7036
04.08.2022 0:00	232,9033
04.08.2022 8:00	238,227
04.08.2022 16:00	196,7238
05.08.2022 0:00	177,3247
05.08.2022 8:00	138,1458
05.08.2022 16:00	152,9129
06.08.2022 0:00	188,856
06.08.2022 8:00	183,2841
06.08.2022 16:00	208,5768
07.08.2022 0:00	208,0175
07.08.2022 8:00	203,7492
07.08.2022 16:00	204,0278
08.08.2022 0:00	225,1829
08.08.2022 8:00	231,9331
08.08.2022 16:00	216,7374
09.08.2022 0:00	199,0601
09.08.2022 8:00	173,472
09.08.2022 16:00	192,778
10.08.2022 0:00	406,4278
10.08.2022 8:00	369,4205
10.08.2022 16:00	341,0847
11.08.2022 0:00	313,4417
11.08.2022 8:00	317,2139
11.08.2022 16:00	383,0201
12.08.2022 0:00	323,5653
12.08.2022 8:00	277,2228
12.08.2022 16:00	350,0404
13.08.2022 0:00	404,9138
13.08.2022 8:00	353,1022
13.08.2022 16:00	348,5245
14.08.2022 0:00	372,1222
14.08.2022 8:00	457,4548
14.08.2022 16:00	411,4213
15.08.2022 0:00	396,24
15.08.2022 8:00	350,6758
15.08.2022 16:00	390,274
16.08.2022 0:00	426,7752
16.08.2022 8:00	408,8804
16.08.2022 16:00	389,7173
17.08.2022 0:00	342,895
17.08.2022 8:00	372,8429
17.08.2022 16:00	452,7331
18.08.2022 0:00	496,9262
18.08.2022 8:00	342,7494
18.08.2022 16:00	457,2292
19.08.2022 0:00	575,3796
19.08.2022 8:00	608,3657
19.08.2022 16:00	568,3432
20.08.2022 0:00	568,9236
20.08.2022 8:00	565,5825
20.08.2022 16:00	546,0714
21.08.2022 0:00	557,6244
21.08.2022 8:00	571,2645
21.08.2022 16:00	574,2799
22.08.2022 0:00	596,0323
22.08.2022 8:00	613,423
22.08.2022 16:00	645,8193
23.08.2022 0:00	678,4526
23.08.2022 8:00	749,6551
23.08.2022 16:00	704,9935
24.08.2022 0:00	709,3077
24.08.2022 8:00	625,9742
24.08.2022 16:00	653,1927
25.08.2022 0:00	688,2138
25.08.2022 8:00	387,2688
25.08.2022 16:00	333,3083
26.08.2022 0:00	238,0267
26.08.2022 8:00	235,6172
26.08.2022 16:00	310,5823
27.08.2022 0:00	291,5134
27.08.2022 8:00	279,5429
27.08.2022 16:00	290,6033
28.08.2022 0:00	278,542
28.08.2022 8:00	286,6541
28.08.2022 16:00	277,8138
29.08.2022 0:00	331,0952
29.08.2022 8:00	298,0484
29.08.2022 16:00	325,5557
30.08.2022 0:00	413,0049
30.08.2022 8:00	365,7199
30.08.2022 16:00	289,9449
31.08.2022 0:00	276,7947
31.08.2022 8:00	284,3185
31.08.2022 16:00	304,6243
01.09.2022 0:00	320,7813
01.09.2022 8:00	324,0757
01.09.2022 16:00	338,4955
02.09.2022 0:00	334,1748
02.09.2022 8:00	283,8062
02.09.2022 16:00	282,9949
03.09.2022 0:00	302,2358
03.09.2022 8:00	298,2405
03.09.2022 16:00	283,227
04.09.2022 0:00	363,2209
04.09.2022 8:00	410,2707
04.09.2022 16:00	306,8021
05.09.2022 0:00	251,4655
05.09.2022 8:00	286,8979
05.09.2022 16:00	289,9541
06.09.2022 0:00	279,2933
06.09.2022 8:00	217,4288
06.09.2022 16:00	235,5521
07.09.2022 0:00	285,4142
07.09.2022 8:00	277,8751
07.09.2022 16:00	270,1343
08.09.2022 0:00	223,6213
08.09.2022 8:00	224,2009
08.09.2022 16:00	240,4429
09.09.2022 0:00	237,9113
09.09.2022 8:00	222,9035
09.09.2022 16:00	203,3529
10.09.2022 0:00	194,0954
10.09.2022 8:00	192,7581
10.09.2022 16:00	228,7345
11.09.2022 0:00	239,7273
11.09.2022 8:00	198,6061
11.09.2022 16:00	202,4551
12.09.2022 0:00	207,6933
12.09.2022 8:00	192,7713
12.09.2022 16:00	196,1336
13.09.2022 0:00	226,1975
13.09.2022 8:00	273,2655
13.09.2022 16:00	249,3215
14.09.2022 0:00	236,6667
14.09.2022 8:00	167,9122
14.09.2022 16:00	175,571
15.09.2022 0:00	179,3227
15.09.2022 8:00	152,1055
15.09.2022 16:00	149,4509
16.09.2022 0:00	139,9133
16.09.2022 8:00	144,3899
16.09.2022 16:00	165,193
17.09.2022 0:00	174,8653
17.09.2022 8:00	156,7866
17.09.2022 16:00	167,0827
18.09.2022 0:00	193,6035
18.09.2022 8:00	211,9742
18.09.2022 16:00	206,6287
19.09.2022 0:00	225,8541
19.09.2022 8:00	245,8479
19.09.2022 16:00	220,7573
20.09.2022 0:00	175,004
20.09.2022 8:00	211,3449
20.09.2022 16:00	250,352
21.09.2022 0:00	290,6848
21.09.2022 8:00	347,1872
21.09.2022 16:00	356,9719
22.09.2022 0:00	259,7733
22.09.2022 8:00	195,5156
22.09.2022 16:00	261,9917
23.09.2022 0:00	285,3857
23.09.2022 8:00	374,4977
23.09.2022 16:00	317,1079
24.09.2022 0:00	334,5103
24.09.2022 8:00	273,4149
24.09.2022 16:00	279,7758
25.09.2022 0:00	344,8032
25.09.2022 8:00	325,189
25.09.2022 16:00	301,4489
26.09.2022 0:00	276,0967
26.09.2022 8:00	264,6765
26.09.2022 16:00	217,8651
27.09.2022 0:00	185,9832
27.09.2022 8:00	195,8274
27.09.2022 16:00	217,958
28.09.2022 0:00	203,0575
28.09.2022 8:00	220,0905
28.09.2022 16:00	220,5811
29.09.2022 0:00	199,0686
29.09.2022 8:00	209,4892
29.09.2022 16:00	206,8932
30.09.2022 0:00	197,7108
30.09.2022 8:00	222,5743
30.09.2022 16:00	193,2052
01.10.2022 0:00	206,3333
01.10.2022 8:00	214,231
01.10.2022 16:00	212,3072
02.10.2022 0:00	225,882
02.10.2022 8:00	231,555
02.10.2022 16:00	219,615
03.10.2022 0:00	204,5477
03.10.2022 8:00	202,7981
03.10.2022 16:00	166,2951
04.10.2022 0:00	208,8508
04.10.2022 8:00	209,777
04.10.2022 16:00	220,4126
05.10.2022 0:00	222,9105
05.10.2022 8:00	222,4712
05.10.2022 16:00	172,5382
06.10.2022 0:00	179,7483
06.10.2022 8:00	168,9351
06.10.2022 16:00	204,3298
07.10.2022 0:00	235,1777
07.10.2022 8:00	267,8732
07.10.2022 16:00	341,37
08.10.2022 0:00	376,7391
08.10.2022 8:00	394,5239
08.10.2022 16:00	394,2803
09.10.2022 0:00	350,2962
09.10.2022 8:00	313,9825
09.10.2022 16:00	300,726
10.10.2022 0:00	330,4388
10.10.2022 8:00	338,5427
10.10.2022 16:00	352,3263
11.10.2022 0:00	368,9726
11.10.2022 8:00	381,856
11.10.2022 16:00	362,6964
12.10.2022 0:00	337,2889
12.10.2022 8:00	309,9314
12.10.2022 16:00	335,6197
13.10.2022 0:00	721,09
13.10.2022 8:00	723,4965
13.10.2022 16:00	550,7692
14.10.2022 0:00	399,49
14.10.2022 8:00	288,3368
14.10.2022 16:00	246,9663
15.10.2022 0:00	190,4175
15.10.2022 8:00	169,0847
15.10.2022 16:00	150,7135
16.10.2022 0:00	138,9826
16.10.2022 8:00	127,3297
16.10.2022 16:00	107,1664
17.10.2022 0:00	183,1376
17.10.2022 8:00	610,4647
17.10.2022 16:00	835,6365
18.10.2022 0:00	925,4152
18.10.2022 8:00	846,1852
18.10.2022 16:00	762,8707
19.10.2022 0:00	618,7864
19.10.2022 8:00	410,5097
19.10.2022 16:00	439,6656
20.10.2022 0:00	569,9061
20.10.2022 8:00	556,718
20.10.2022 16:00	590,919
21.10.2022 0:00	609,0884
21.10.2022 8:00	560,776
21.10.2022 16:00	594,5372
22.10.2022 0:00	590,6946
22.10.2022 8:00	577,929
22.10.2022 16:00	570,4495
23.10.2022 0:00	566,4346
23.10.2022 8:00	595,3707
23.10.2022 16:00	575,6445
24.10.2022 0:00	565,101
24.10.2022 8:00	580,6632
24.10.2022 16:00	607,4483
25.10.2022 0:00	636,0326
25.10.2022 8:00	640,546
25.10.2022 16:00	580,9741
26.10.2022 0:00	577,3216
26.10.2022 8:00	567,6511
26.10.2022 16:00	518,0328
27.10.2022 0:00	558,9515
27.10.2022 8:00	484,6602
27.10.2022 16:00	628,7217
28.10.2022 0:00	604,6327
28.10.2022 8:00	586,5857
28.10.2022 16:00	560,6956
29.10.2022 0:00	586,1978
29.10.2022 8:00	607,7542
29.10.2022 16:00	592,476
30.10.2022 0:00	579,3755
30.10.2022 8:00	558,3218
30.10.2022 16:00	546,5823
31.10.2022 0:00	552,1168
31.10.2022 8:00	420,8869
31.10.2022 16:00	434,0296
01.11.2022 0:00	583,6248
01.11.2022 8:00	544,3969
01.11.2022 16:00	573,843
02.11.2022 0:00	535,428
02.11.2022 8:00	527,8906
02.11.2022 16:00	504,4387
03.11.2022 0:00	494,8113
03.11.2022 8:00	481,8839
03.11.2022 16:00	500,1154
04.11.2022 0:00	521,2703
04.11.2022 8:00	494,0967
04.11.2022 16:00	548,8242
05.11.2022 0:00	524,8834
05.11.2022 8:00	500,9922
05.11.2022 16:00	475,4293
06.11.2022 0:00	449,8082
06.11.2022 8:00	430,8166
06.11.2022 16:00	386,8867
07.11.2022 0:00	464,8614
07.11.2022 8:00	463,3216
07.11.2022 16:00	438,471
08.11.2022 0:00	438,9439
08.11.2022 8:00	447,6471
08.11.2022 16:00	487,33
09.11.2022 0:00	475,7467
09.11.2022 8:00	424,0819
09.11.2022 16:00	230,4456
10.11.2022 0:00	420,8679
10.11.2022 8:00	440,6793
10.11.2022 16:00	419,3693
11.11.2022 0:00	431,7872
11.11.2022 8:00	333,881
11.11.2022 16:00	465,5519
12.11.2022 0:00	505,4047
12.11.2022 8:00	567,2212
12.11.2022 16:00	534,3793
13.11.2022 0:00	523,9084
13.11.2022 8:00	540,5652
13.11.2022 16:00	586,9401
14.11.2022 0:00	501,1819
14.11.2022 8:00	460,5788
14.11.2022 16:00	429,6748
15.11.2022 0:00	429,6133
15.11.2022 8:00	453,7661
15.11.2022 16:00	359,5645
16.11.2022 0:00	423,9839
16.11.2022 8:00	360,9345
16.11.2022 16:00	394,8031
17.11.2022 0:00	227,9932
17.11.2022 8:00	320,1049
17.11.2022 16:00	449,4166
18.11.2022 0:00	484,8331
18.11.2022 8:00	407,6642
18.11.2022 16:00	317,6212
19.11.2022 0:00	404,6476
19.11.2022 8:00	391,2174
19.11.2022 16:00	381,678
20.11.2022 0:00	320,8273
20.11.2022 8:00	286,0083
20.11.2022 16:00	241,7495
21.11.2022 0:00	317,3028
21.11.2022 8:00	361,786
21.11.2022 16:00	426,1292
22.11.2022 0:00	524,5449
22.11.2022 8:00	356,042
22.11.2022 16:00	287,0267
23.11.2022 0:00	273,8713
23.11.2022 8:00	517,0608
23.11.2022 16:00	504,6339
24.11.2022 0:00	472,0882
24.11.2022 8:00	508,3356
24.11.2022 16:00	583,7936
25.11.2022 0:00	582,4508
25.11.2022 8:00	588,5433
25.11.2022 16:00	604,4856
26.11.2022 0:00	535,5681
26.11.2022 8:00	394,7437
26.11.2022 16:00	316,7354
27.11.2022 0:00	241,1534
27.11.2022 8:00	226,5623
27.11.2022 16:00	443,588
28.11.2022 0:00	191,0486
28.11.2022 8:00	337,9692
28.11.2022 16:00	196,6343
29.11.2022 0:00	308,6673
29.11.2022 8:00	322,7984
29.11.2022 16:00	247,9024
30.11.2022 0:00	223,0281
30.11.2022 8:00	245,4322
30.11.2022 16:00	284,3982
01.12.2022 0:00	354,9804
01.12.2022 8:00	400,1571
01.12.2022 16:00	480,0682
02.12.2022 0:00	501,2405
02.12.2022 8:00	571,205
02.12.2022 16:00	552,6072
03.12.2022 0:00	497,8827
03.12.2022 8:00	456,7604
03.12.2022 16:00	427,0339
04.12.2022 0:00	421,0335
04.12.2022 8:00	392,6984
04.12.2022 16:00	415,9767
05.12.2022 0:00	449,9146
05.12.2022 8:00	488,9567
05.12.2022 16:00	433,2955
06.12.2022 0:00	339,9908
06.12.2022 8:00	358,4381
06.12.2022 16:00	376,7219
07.12.2022 0:00	424,3199
07.12.2022 8:00	485,2919
07.12.2022 16:00	412,1634
08.12.2022 0:00	358,3812
08.12.2022 8:00	307,3941
08.12.2022 16:00	224,9091
09.12.2022 0:00	351,5803
09.12.2022 8:00	286,8905
09.12.2022 16:00	234,9504
10.12.2022 0:00	200,604
10.12.2022 8:00	265,8974
10.12.2022 16:00	224,8554
11.12.2022 0:00	213,2522
11.12.2022 8:00	342,1931
11.12.2022 16:00	347,8867
12.12.2022 0:00	314,0099
12.12.2022 8:00	275,4518
12.12.2022 16:00	281,8727
13.12.2022 0:00	292,958
13.12.2022 8:00	291,2776
13.12.2022 16:00	306,6876
14.12.2022 0:00	211,8016
14.12.2022 8:00	306,8994
14.12.2022 16:00	416,7791
15.12.2022 0:00	401,959
15.12.2022 8:00	433,0931
15.12.2022 16:00	374,4568
16.12.2022 0:00	333,3381
16.12.2022 8:00	317,905
16.12.2022 16:00	329,0865
17.12.2022 0:00	245,3036
17.12.2022 8:00	284,617
17.12.2022 16:00	335,5506
18.12.2022 0:00	309,5416
18.12.2022 8:00	284,8586
18.12.2022 16:00	231,1704
19.12.2022 0:00	255,8898
19.12.2022 8:00	369,7384
19.12.2022 16:00	403,6014
20.12.2022 0:00	426,6599
20.12.2022 8:00	395,5666
20.12.2022 16:00	408,1961
21.12.2022 0:00	406,1358
21.12.2022 8:00	417,8141
21.12.2022 16:00	379,1674
22.12.2022 0:00	373,0341
22.12.2022 8:00	405,6367
22.12.2022 16:00	291,6437
23.12.2022 0:00	319,5113
23.12.2022 8:00	304,8169
23.12.2022 16:00	302,2953
24.12.2022 0:00	304,0323
24.12.2022 8:00	375,6898
24.12.2022 16:00	366,8921
25.12.2022 0:00	360,7098
25.12.2022 8:00	360,1617
25.12.2022 16:00	382,4717
26.12.2022 0:00	450,4169
26.12.2022 8:00	427,3893
26.12.2022 16:00	384,2383
27.12.2022 0:00	393,5751
27.12.2022 8:00	349,2279
27.12.2022 16:00	340,6455
28.12.2022 0:00	347,9814
28.12.2022 8:00	241,0006
28.12.2022 16:00	291,0051
29.12.2022 0:00	207,7295
29.12.2022 8:00	243,1655
29.12.2022 16:00	314,9854
30.12.2022 0:00	274,1055
30.12.2022 8:00	206,7951
30.12.2022 16:00	195,6353
